,latitude,longitude,geoname_id,location_type_name,location_type_code,location_details
4523,,,1820814,independent political entity,PCLI,
4524,16.03962,120.14704,1731999,distributary(-ies),STMD,Pangasinan
4525,8.9622,80.5212,1229536,populated place,PPL,Jaffna-Kandy
4526,9.2716,80.4088,1239728,populated place,PPL,Jaffna-Kandy
4527,9.0508,80.5148,1241846,populated place,PPL,Jaffna-Kandy
4528,8.27309,80.50129,1246314,populated place,PPL,Jaffna-Kandy
4529,9.4413,80.4002,1230953,populated place,PPL,Jaffna-Kandy
4530,9.6614,80.1708,1249220,populated place,PPL,Jaffna-Kandy
4531,8.7514,80.4971,1225018,populated place,PPL,Jaffna-Kandy
4532,8.6113,80.4715,1229396,populated place,PPL,Jaffna-Kandy
4533,8.4423,80.5054,1229017,populated place,PPL,Jaffna-Kandy
4534,8.5345,80.4923,1235510,populated place,PPL,Jaffna-Kandy
4535,9.1304,80.443,1236164,populated place,PPL,Jaffna-Kandy
4536,9.66845,80.00742,1242833,seat of a first-order administrative division,PPLA,Jaffna-Kandy
4537,8.33333,80.5,1251080,second-order administrative division,ADM2,Jaffna-Kandy
4538,9.25,80.5499,1234392,second-order administrative division,ADM2,Jaffna-Kandy
4539,9.75,80.08333,1242831,second-order administrative division,ADM2,Jaffna-Kandy
4540,9.39487,80.40894,1240371,second-order administrative division,ADM2,Jaffna-Kandy
4541,8.86134,80.47576,1225017,second-order administrative division,ADM2,Jaffna-Kandy
4542,14.72117,121.07078,11610830,building(s),BLDG,Quezon City
4543,14.25,120.83333,1717639,second-order administrative division,ADM2,Quezon City
4544,14.58333,121.16667,1691591,second-order administrative division,ADM2,Quezon City
4545,15.0,121.08333,1723064,second-order administrative division,ADM2,Quezon City
4546,14.90967,121.1605,11610096,dam,DAM,Quezon City
4547,14.71778,121.08806,1697490,reservoir(s),RSV,Quezon City
4548,14.65751,121.07843,11610828,park,PRK,Quezon City
4549,,,3469034,independent political entity,PCLI,
4550,24.03333,90.98333,1208092,stream,STM,
4551,-34.9051,-56.19005,11608937,administrative facility,ADMF,
4552,,,3625428,independent political entity,PCLI,
4553,,,3378535,independent political entity,PCLI,
4554,5.83217,-55.16203,11610318,community center,CTRCM,
4555,5.82932,-55.15248,11609810,school,SCH,
4556,17.98333,-77.3,3490952,first-order administrative division,ADM1,
4557,18.13333,-76.53333,3488997,first-order administrative division,ADM1,
4558,18.35,-77.26667,3488715,first-order administrative division,ADM1,
4559,18.38333,-77.88333,3488700,first-order administrative division,ADM1,
4560,18.06667,-76.75,3488716,first-order administrative division,ADM1,
4561,18.41667,-78.13333,3490145,first-order administrative division,ADM1,
4562,,,3489940,independent political entity,PCLI,
4563,17.93642,-76.78193,3489263,airport,AIRP,Palisadoes shoreline
4564,17.94435,-76.75214,3489151,spit,SPIT,Palisadoes shoreline
4565,17.94854,-76.72307,11610323,bus station,BUSTN,Palisadoes shoreline
4566,,,3382998,independent political entity,PCLI,
4567,,,49518,independent political entity,PCLI,
4568,,,3625428,independent political entity,PCLI,
4569,6.80448,-58.15527,3378644,capital of a political entity,PPLC,
4570,6.90361,79.86,10792594,college,SCHC,Colombo
4571,6.93194,79.84778,1248991,capital of a political entity,PPLC,Colombo
4572,,,1210997,independent political entity,PCLI,
4573,,,1210997,independent political entity,PCLI,
4574,23.75849,90.38496,11594087,hospital,HSP,
4575,6.0496,80.73252,1250066,populated place,PPL,Colombo; Galle; Matara
4576,6.2156,80.9432,1223383,populated place,PPL,Colombo; Galle; Matara
4577,6.25,81.16667,1244925,second-order administrative division,ADM2,Colombo; Galle; Matara
4578,,,1282988,independent political entity,PCLI,
4579,,,1282988,independent political entity,PCLI,Kathmandu
4580,27.69507,85.31482,11594722,stadium,STDM,
4581,27.66434,84.41667,11594086,hospital,HSP,Kathmandu
4582,27.9462,85.95228,7995448,populated locality,PPLL,Tatopani
4583,28.21218,85.361,10318032,populated place,PPL,Syabrubensi and Rasuwagadi
4584,28.2768,85.3795,1282857,populated place,PPL,Syabrubensi and Rasuwagadi
4585,28.16558,85.3486,1282736,populated place,PPL,Syabrubensi and Rasuwagadi
4586,28.25288,85.3685,10316211,populated place,PPL,Syabrubensi and Rasuwagadi
4587,27.91667,85.41667,1283710,second-order administrative division,ADM2,Syabrubensi and Rasuwagadi
4588,28.26509,85.37505,11611114,populated locality,PPLL,Syabrubensi and Rasuwagadi
4589,27.6995,85.32357,11594601,building(s),BLDG,
4590,27.65755,85.32727,11594192,building(s),BLDG,
4591,6.81566,-58.1571,11609154,hospital,HSP,
4592,,,3378535,independent political entity,PCLI,
4593,6.81348,-58.1679,11609062,library,LIBR,
4594,6.80466,-58.15176,11608908,administrative facility,ADMF,
4595,6.80695,-58.15012,11609397,building(s),BLDG,
4596,,,149590,independent political entity,PCLI,
4597,21.03433,106.77049,1563241,populated place,PPL,Uong Bi
4598,27.67668,85.28792,11594622,building(s),BLDG,Kathmandu
4599,,,1327865,independent political entity,PCLI,
4600,27.66434,84.41667,11594086,hospital,HSP,Bharatpur
4601,27.70169,85.3206,1283240,capital of a political entity,PPLC,Kathmandu
4602,4.1748,73.50888,1282027,capital of a political entity,PPLC,Male
4603,27.66434,84.41667,11594086,hospital,HSP,Bharatpur
4604,-23.85663,-46.27055,6322566,second-order administrative division,ADM2,
4605,1.34472,103.68139,11593810,university,UNIV,
4606,20.14624,92.89835,1295765,seat of a first-order administrative division,PPLA,Sittwe
4607,21.0,96.0,1311871,first-order administrative division,ADM1,Mandalay Province 
4608,26.0,97.5,1321702,first-order administrative division,ADM1,"Shan State, Kachin State"
4609,22.0,98.0,1297099,first-order administrative division,ADM1,"Shan State, Kachin State"
4610,,,1327865,independent political entity,PCLI,
4611,16.80528,96.15611,1298824,seat of a first-order administrative division,PPLA,Yangon
4612,,,1327865,independent political entity,PCLI,
4613,32.44324,74.12,1162456,populated place,PPL,Wazirabad
4614,17.96667,102.6,1651944,capital of a political entity,PPLC,
4615,,,1655842,independent political entity,PCLI,
4616,17.96667,102.6,1651944,capital of a political entity,PPLC,
4617,,,1831722,independent political entity,PCLI,
4618,,,1655842,independent political entity,PCLI,
4619,,,1327865,independent political entity,PCLI,
4620,,,1880251,independent political entity,PCLI,
4621,,,1605651,independent political entity,PCLI,
4622,21.75,102.33333,1653893,first-order administrative division,ADM1,
4623,20.91667,101.33333,1655561,first-order administrative division,ADM1,
4624,20.5,100.5,1904616,first-order administrative division,ADM1,
4625,17.5,105.33333,1656538,first-order administrative division,ADM1,
4626,16.5,105.75,1653315,first-order administrative division,ADM1,
4627,20.16667,101.5,1654491,first-order administrative division,ADM1,
4628,5.95049,73.41657,11594596,school,SCH,N. KENDHI KULHUDHOO 
4629,21.75,102.33333,1653893,first-order administrative division,ADM1,Phongsaly
4630,26.0,97.5,1321702,first-order administrative division,ADM1,Kachin State
4631,,,1327865,independent political entity,PCLI,
4632,,,1327865,independent political entity,PCLI,
4633,19.0,94.25,1298852,first-order administrative division,ADM1,Rakhine State
4634,,,1327865,independent political entity,PCLI,Rakhine State
4635,,,1643084,independent political entity,PCLI,
4636,-6.05887,106.4643,11594077,factory,MFG,"Lontar, Banten"
4637,34.45993,72.50237,1168873,first-order administrative division,ADM1,North West region (Hunza Lake)
4638,33.01455,69.99925,1179245,first-order administrative division,ADM1,North West region (Hunza Lake)
4639,36.7127,74.38218,11035363,area,AREA,North West region (Hunza Lake)
4640,4.0,97.0,1215638,first-order administrative division,ADM1,Banda Aceh
4641,5.54167,95.33333,1215502,seat of a first-order administrative division,PPLA,Banda Aceh
4642,,,1643084,independent political entity,PCLI,
4643,27.66434,84.41667,11594086,hospital,HSP,Bharatpur
4644,-7.8008,110.34393,1621176,first-order administrative division,ADM1,Yogyakarta
4645,27.66434,84.41667,11594086,hospital,HSP,Bharatpur
4646,-7.5,110.0,1642669,first-order administrative division,ADM1,Yogyakarta
4647,-7.8008,110.34393,1621176,first-order administrative division,ADM1,Yogyakarta
4648,27.66434,84.41667,11594086,hospital,HSP,Bharatpur
4649,27.66434,84.41667,11594086,hospital,HSP,
4650,-7.8008,110.34393,1621176,first-order administrative division,ADM1,Yogyakarta
4651,-7.88806,110.32889,1650119,seat of a second-order administrative division,PPLA2,Yogyakarta
4652,27.66434,84.41667,11594086,hospital,HSP,Bharatpur
4653,-8.55597,125.59348,8629982,hospital,HSP,
4654,-8.55597,125.59348,8629982,hospital,HSP,
4655,,,1966436,independent political entity,PCLI,Dili
4656,-8.55861,125.57361,1645457,capital of a political entity,PPLC,Dili
4657,20.57625,102.41102,1954794,populated place,PPL,Luang Prabang and Oudomxay Province
4658,19.88601,102.13503,1655559,seat of a first-order administrative division,PPLA,Luang Prabang and Oudomxay Province
4659,20.69229,101.98368,1655078,seat of a first-order administrative division,PPLA,Luang Prabang and Oudomxay Province
4660,19.8226,102.15214,1655557,second-order administrative division,ADM2,Luang Prabang and Oudomxay Province
4661,20.61018,102.39686,1654981,second-order administrative division,ADM2,Luang Prabang and Oudomxay Province
4662,20.66447,101.95554,1652132,second-order administrative division,ADM2,Luang Prabang and Oudomxay Province
4663,17.96667,102.6,1651944,capital of a political entity,PPLC,
4664,,,1655842,independent political entity,PCLI,
4665,36.7127,74.38218,11035363,area,AREA,
4666,-7.02393,106.54683,11593958,power station,PS,"Pelabuhan Ratu District, Sukabumi Regency, West Java Province"
4667,4.0,97.0,1215638,first-order administrative division,ADM1,Aceh
4668,-7.71116,113.57061,11594072,power station,PS,Paiton
4669,,,1694008,independent political entity,PCLI,
4670,4.9048,114.93303,11593808,school,SCH,
4671,4.92995,114.95432,11593809,school,SCH,
4672,4.97272,114.89387,11593819,university,UNIV,
4673,,,1820814,independent political entity,PCLI,
4674,,,1655842,independent political entity,PCLI,
4675,15.73863,120.94018,11593778,college,SCHC,Luzon
4676,27.65755,85.32727,11594192,building(s),BLDG,Lalitpur
4677,,,1655842,independent political entity,PCLI,
4678,17.96667,102.6,1651944,capital of a political entity,PPLC,
4679,,,1655842,independent political entity,PCLI,
4680,,,1655842,independent political entity,PCLI,
4681,21.97473,96.08359,1311874,seat of a first-order administrative division,PPLA,Mandalay
4682,16.80528,96.15611,1298824,seat of a first-order administrative division,PPLA,Mandalay
4683,11.36667,105.46667,1822609,first-order administrative division,ADM1,
4684,11.63373,105.82688,1829851,populated place,PPL,
4685,11.2115,105.75523,1826896,populated place,PPL,
4686,11.65504,104.96022,1826006,populated place,PPL,
4687,11.77,105.87,7647524,second-order administrative division,ADM2,
4688,11.22161,105.82978,9253813,second-order administrative division,ADM2,
4689,11.69224,105.03732,8405991,second-order administrative division,ADM2,
4690,11.16667,105.66667,1821991,administrative division,ADMD,
4691,,,1327865,independent political entity,PCLI,
4692,,,1643084,independent political entity,PCLI,Kabupaten Pasuruan
4693,7.97152,98.35098,1151253,first-order administrative division,ADM1,Phuket
4694,7.7978,98.53077,1153460,island,ISL,Phuket
4695,7.74348,98.37244,1153363,island,ISL,Phuket
4696,7.60033,98.36562,1151021,island,ISL,Phuket
4697,,,1605651,independent political entity,PCLI,
4698,4.0,97.0,1215638,first-order administrative division,ADM1,Banda Aceh
4699,18.75,102.41667,1652238,first-order administrative division,ADM1,Vientiane
4700,15.75,106.25,1653333,first-order administrative division,ADM1,
4701,,,1210997,independent political entity,PCLI,
4702,27.68667,85.33914,11594112,hospital,HSP,Kathmandu
4703,,,1210997,independent political entity,PCLI,
4704,23.77078,90.36782,11594606,building(s),BLDG,
4705,34.55443,73.34791,1183692,populated place,PPL,Balakot
4706,,,1210997,independent political entity,PCLI,
4707,23.76231,90.37873,11594738,building(s),BLDG,
4708,27.91667,85.41667,1283710,second-order administrative division,ADM2,
4709,27.68094,85.23334,7962346,populated locality,PPLL,
4710,28.00539,85.17473,7800243,fourth-order administrative division,ADM4,
4711,33.98512,71.55784,1168195,second-order administrative division,ADM2,Peshawar; Lahore
4712,31.48627,74.3979,1172449,second-order administrative division,ADM2,Peshawar; Lahore
4713,,,1282028,independent political entity,PCLI,
4714,4.17377,73.51347,11594111,building(s),BLDG,
4715,11.81367,104.80521,1827722,populated place,PPL,Kandal
4716,11.89537,104.93454,1826446,populated place,PPL,Kandal
4717,11.75233,104.80573,9253772,second-order administrative division,ADM2,Kandal
4718,12.02986,104.93171,8403885,second-order administrative division,ADM2,Kandal
4719,-5.0,110.0,1818196,sea,SEA,
4720,11.56245,104.91601,1821306,capital of a political entity,PPLC,
4721,11.56245,104.91601,1821306,capital of a political entity,PPLC,
4722,13.36179,103.86056,1822214,seat of a first-order administrative division,PPLA,
4723,,,1831722,independent political entity,PCLI,
4724,,,1655842,independent political entity,PCLI,
4725,,,1605651,independent political entity,PCLI,
4726,,,1605651,independent political entity,PCLI,
4727,12.84048,102.887,8403582,second-order administrative division,ADM2,Battambang
4728,13.36179,103.86056,1822214,seat of a first-order administrative division,PPLA,Angkor
4729,27.69539,85.32578,11594243,administrative facility,ADMF,
4730,29.18321,83.95634,1283022,populated place,PPL,Upper Mustang
4731,27.5896,85.2889,11594235,school,SCH,Kavre
4732,27.74792,85.31063,7800831,fourth-order administrative division,ADM4,Rasuwa
4733,29.18321,83.95634,1283022,populated place,PPL,"Pokhara, Kaski"
4734,28.91667,83.91667,1283023,third-order administrative division,ADM3,Mustang
4735,27.68895,85.34091,11594734,school,SCH,
4736,,,1282988,independent political entity,PCLI,
4737,,,1282988,independent political entity,PCLI,
4738,28.33333,84.83333,1283379,third-order administrative division,ADM3,Gorkha
4739,28.18996,83.95643,11594195,school,SCH,Pokhara
4740,,,1282988,independent political entity,PCLI,
4741,27.70059,86.09872,11594837,school,SCH,Dolakha
4742,27.77276,85.2767,11594187,school,SCH,Ilam
4743,28.2205,84.5708,7820351,fifth-order administrative division,ADM5,Ilam
4744,27.83333,86.25,1283431,third-order administrative division,ADM3,
4745,-7.58333,112.1,1640185,populated place,PPL,Solo-Kertosono
4746,-7.55611,110.83167,1625812,populated place,PPL,Solo-Kertosono
4747,-7.55,112.25,1642413,second-order administrative division,ADM2,Solo-Kertosono
4748,-7.6,111.93333,1634130,second-order administrative division,ADM2,Solo-Kertosono
4749,-7.41278,110.935,6266177,second-order administrative division,ADM2,Solo-Kertosono
4750,-7.5,110.7,1648083,second-order administrative division,ADM2,Solo-Kertosono
4751,-7.62806,111.0625,6560140,second-order administrative division,ADM2,Solo-Kertosono
4752,-7.61667,111.65,1636929,second-order administrative division,ADM2,Solo-Kertosono
4753,-7.47444,111.33444,6410477,second-order administrative division,ADM2,Solo-Kertosono
4754,12.85,104.23333,1831552,stream,STM,Siem Reap
4755,,,1831722,independent political entity,PCLI,Phnom Penh
4756,27.72564,85.29788,10793673,school,SCH,Kathmandu
4757,11.56245,104.91601,1821306,capital of a political entity,PPLC,Phnom Penh
4758,,,1168579,independent political entity,PCLI,
4759,,,1831722,independent political entity,PCLI,
4760,,,1831722,independent political entity,PCLI,
4761,11.12752,105.0573,1822644,populated place,PPL,Kandal
4762,11.08333,105.1,1831010,administrative division,ADMD,Kandal
4763,,,1831722,independent political entity,PCLI,
4764,28.41667,83.16667,1283712,third-order administrative division,ADM3,Baglung
4765,28.2968,83.42056,11594636,school,SCH,Myagdi
4766,14.21544,104.94116,1831531,populated place,PPL,Kampong Thom; Preah Vihear
4767,13.7903,104.5365,1828000,populated place,PPL,Kampong Thom; Preah Vihear
4768,12.87672,104.6149,1823762,populated place,PPL,Kampong Thom; Preah Vihear
4769,13.80732,104.98046,1830098,seat of a first-order administrative division,PPLA,Kampong Thom; Preah Vihear
4770,13.20771,104.37154,9253803,second-order administrative division,ADM2,Kampong Thom; Preah Vihear
4771,13.78597,104.61052,8403984,second-order administrative division,ADM2,Kampong Thom; Preah Vihear
4772,12.89922,104.48777,1822025,second-order administrative division,ADM2,Kampong Thom; Preah Vihear
4773,14.39086,104.68059,1822719,ruin(s),RUIN,Kampong Thom; Preah Vihear
4774,,,1831722,independent political entity,PCLI,
4775,,,1831722,independent political entity,PCLI,
4776,,,1831722,independent political entity,PCLI,
4777,,,1168579,independent political entity,PCLI,
4778,28.91667,83.91667,1283023,third-order administrative division,ADM3,Mustang
4779,,,1655842,independent political entity,PCLI,
4780,,,1282988,independent political entity,PCLI,
4781,,,1880251,independent political entity,PCLI,
4782,1.33061,103.80222,11593822,school,SCH,
4783,1.34571,103.93242,6620425,school,SCH,
4784,1.29894,103.88326,11593816,school,SCH,
4785,1.37243,103.88309,11593820,school,SCH,
4786,12.83333,104.31667,1822024,stream,STM,"Kampong Thom, Stung Sen"
4787,,,1831722,independent political entity,PCLI,
4788,,,1831722,independent political entity,PCLI,
4789,,,1831722,independent political entity,PCLI,
4790,,,1831722,independent political entity,PCLI,
4791,,,1831722,independent political entity,PCLI,
4792,,,1831722,independent political entity,PCLI,
4793,34.52813,69.17233,1138958,capital of a political entity,PPLC,Kabul
4794,,,3469034,independent political entity,PCLI,
4795,11.57489,104.91394,1830103,first-order administrative division,ADM1,"Phnom Penh, Siem Reap"
4796,13.5,104.0,1822213,first-order administrative division,ADM1,"Phnom Penh, Siem Reap"
4797,,,1831722,independent political entity,PCLI,
4798,13.52586,105.9683,1822029,seat of a first-order administrative division,PPLA,Stung Treng
4799,,,1831722,independent political entity,PCLI,
4800,,,1966436,independent political entity,PCLI,
4801,-6.856,108.09633,11593835,dam,DAM,West Java
4802,7.29458,80.64188,7433633,historical site,HSTS,Kandy
4803,,,1831722,independent political entity,PCLI,
4804,,,1831722,independent political entity,PCLI,
4805,11.57489,104.91394,1830103,first-order administrative division,ADM1,
4806,13.5,104.0,1822213,first-order administrative division,ADM1,
4807,17.96667,102.6,1651944,capital of a political entity,PPLC,
4808,15.12022,105.79898,1654379,seat of a first-order administrative division,PPLA,
4809,10.82327,106.62978,1580578,first-order administrative division,ADM1,"Ho Chi Minh, Yangon, Mandalay, Phnom Penh, "
4810,21.0,96.0,1311871,first-order administrative division,ADM1,"Ho Chi Minh, Yangon, Mandalay, Phnom Penh, "
4811,11.57489,104.91394,1830103,first-order administrative division,ADM1,"Ho Chi Minh, Yangon, Mandalay, Phnom Penh, "
4812,17.0,96.16667,1298822,first-order administrative division,ADM1,"Ho Chi Minh, Yangon, Mandalay, Phnom Penh, "
4813,11.56245,104.91601,1821306,capital of a political entity,PPLC,"Ho Chi Minh, Yangon, Mandalay, Phnom Penh, "
4814,10.82302,106.62965,1566083,seat of a first-order administrative division,PPLA,"Ho Chi Minh, Yangon, Mandalay, Phnom Penh, "
4815,21.97473,96.08359,1311874,seat of a first-order administrative division,PPLA,"Ho Chi Minh, Yangon, Mandalay, Phnom Penh, "
4816,16.80528,96.15611,1298824,seat of a first-order administrative division,PPLA,"Ho Chi Minh, Yangon, Mandalay, Phnom Penh, "
4817,,,1831722,independent political entity,PCLI,"Ho Chi Minh, Yangon, Mandalay, Phnom Penh, "
4818,,,1327865,independent political entity,PCLI,"Ho Chi Minh, Yangon, Mandalay, Phnom Penh, "
4819,,,1562822,independent political entity,PCLI,"Ho Chi Minh, Yangon, Mandalay, Phnom Penh, "
4820,13.87719,100.71991,1609348,first-order administrative division,ADM1,"Singapore Thong Chai Medical Institution, Phuket Island, Hat Yai, Bangkok"
4821,7.97152,98.35098,1151253,first-order administrative division,ADM1,"Singapore Thong Chai Medical Institution, Phuket Island, Hat Yai, Bangkok"
4822,6.98092,100.46539,1610779,second-order administrative division,ADM2,"Singapore Thong Chai Medical Institution, Phuket Island, Hat Yai, Bangkok"
4823,1.2876,103.84014,11593985,hospital,HSP,"Singapore Thong Chai Medical Institution, Phuket Island, Hat Yai, Bangkok"
4824,,,1562822,independent political entity,PCLI,"Singapore Thong Chai Medical Institution, Phuket Island, Hat Yai, Bangkok"
4825,,,1831722,independent political entity,PCLI,"Singapore Thong Chai Medical Institution, Phuket Island, Hat Yai, Bangkok"
4826,,,1327865,independent political entity,PCLI,"Singapore Thong Chai Medical Institution, Phuket Island, Hat Yai, Bangkok"
4827,7.97152,98.35098,1151253,first-order administrative division,ADM1,
4828,13.75398,100.50144,1609350,capital of a political entity,PPLC,
4829,18.79038,98.98468,1153671,seat of a first-order administrative division,PPLA,
4830,7.00836,100.47668,1610780,seat of a second-order administrative division,PPLA2,
4831,21.97473,96.08359,1311874,seat of a first-order administrative division,PPLA,"Yangon, Mandalay"
4832,16.80528,96.15611,1298824,seat of a first-order administrative division,PPLA,"Yangon, Mandalay"
4833,7.97152,98.35098,1151253,first-order administrative division,ADM1,
4834,13.75398,100.50144,1609350,capital of a political entity,PPLC,
4835,,,1227603,independent political entity,PCLI,
4836,,,1227603,independent political entity,PCLI,
4837,,,1562822,independent political entity,PCLI,Hanoi
4838,,,1227603,independent political entity,PCLI,
4839,,,1227603,independent political entity,PCLI,
4840,6.88681,79.91876,6619102,building(s),BLDG,
4841,8.86134,80.47576,1225017,second-order administrative division,ADM2,Vavuniya
4842,,,1562822,independent political entity,PCLI,
4843,,,1562822,independent political entity,PCLI,Dongsha Islands
4844,7.75,80.25,1237978,second-order administrative division,ADM2,Kurunegela
4845,7.2507,79.9509,1237460,populated place,PPL,Gampaha
4846,-2.0,-79.83333,3657505,first-order administrative division,ADM1,Canar and Naranjal river
4847,-2.65786,-79.76595,3653878,stream,STM,Canar and Naranjal river
4848,-0.22985,-78.52495,3652462,capital of a political entity,PPLC,
4849,-2.20584,-79.90795,3657509,seat of a first-order administrative division,PPLA,
4850,-2.90055,-79.00453,3658666,seat of a first-order administrative division,PPLA,
4851,0.05,-77.8,8347334,nature reserve,RESN,
4852,19.8822,96.14182,8239588,second-order administrative division,ADM2,
4853,-6.21462,106.84513,1642911,capital of a political entity,PPLC,
4854,3.58333,98.66667,1214520,seat of a first-order administrative division,PPLA,
4855,-7.24917,112.75083,1625822,seat of a first-order administrative division,PPLA,
4856,,,1643084,independent political entity,PCLI,
4857,14.64953,120.96788,1720151,populated place,PPL,"Manila, Caloocan, Baguio, Iloilo, and Cebu"
4858,14.6042,120.9822,1701668,capital of a political entity,PPLC,"Manila, Caloocan, Baguio, Iloilo, and Cebu"
4859,10.31672,123.89071,1717512,seat of a first-order administrative division,PPLA,"Manila, Caloocan, Baguio, Iloilo, and Cebu"
4860,16.41639,120.59306,1728930,seat of a first-order administrative division,PPLA,"Manila, Caloocan, Baguio, Iloilo, and Cebu"
4861,10.69694,122.56444,1711005,seat of a second-order administrative division,PPLA2,"Manila, Caloocan, Baguio, Iloilo, and Cebu"
4862,,,1694008,independent political entity,PCLI,"Manila, Caloocan, Baguio, Iloilo, and Cebu"
4863,17.0,96.16667,1298822,first-order administrative division,ADM1,"Thanlyin Township, Yangon"
4864,,,1831722,independent political entity,PCLI,
4865,,,1831722,independent political entity,PCLI,
4866,16.765,96.24722,6262447,populated place,PPL,Bei Fuli Township
4867,,,1327865,independent political entity,PCLI,Bei Fuli Township
4868,18.03692,102.63664,6695775,university,UNIV,
4869,,,1655842,independent political entity,PCLI,
4870,18.08333,102.66667,1904618,first-order administrative division,ADM1,
4871,23.68079,90.45373,11594238,sewage treatment plant,SWT,
4872,24.65178,91.94175,11594230,factory,MFG,Sylhet
4873,24.65178,91.94175,11594230,factory,MFG,
4874,,,1149361,independent political entity,PCLI,
4875,34.45993,72.50237,1168873,first-order administrative division,ADM1,Azad Kashmir and NWPF
4876,33.94718,73.9104,1184196,first-order administrative division,ADM1,Azad Kashmir and NWPF
4877,21.97473,96.08359,1311874,seat of a first-order administrative division,PPLA,Mandalay
4878,,,1327865,independent political entity,PCLI,
4879,17.0,96.16667,1298822,first-order administrative division,ADM1,Yangon 
4880,,,1327865,independent political entity,PCLI,
4881,17.0,96.16667,1298822,first-order administrative division,ADM1,Yangon region
4882,30.5128,70.8492,1163723,dam,DAM,Muzaffargarh
4883,25.10955,62.34175,11594600,pier,PIER,Gwadar
4884,6.98472,81.05639,1225265,first-order administrative division,ADM1,Northern region
4885,6.75,80.5,1228435,first-order administrative division,ADM1,Northern region
4886,7.33333,80.75,1249296,first-order administrative division,ADM1,Northern region
4887,8.60614,81.20201,8133521,first-order administrative division,ADM1,Northern region
4888,6.83333,80.08333,1223421,first-order administrative division,ADM1,Northern region
4889,6.16667,80.75,1227618,first-order administrative division,ADM1,Northern region
4890,7.75,80.16667,1232860,first-order administrative division,ADM1,Northern region
4891,8.33333,80.5,1232870,first-order administrative division,ADM1,Northern region
4892,8.33333,80.5,1251080,second-order administrative division,ADM2,Northern region
4893,6.8664,80.0166,1248990,second-order administrative division,ADM2,Northern region
4894,6.6031,80.1026,1241963,second-order administrative division,ADM2,Northern region
4895,6.1329,80.528,1235845,second-order administrative division,ADM2,Northern region
4896,6.25,81.16667,1244925,second-order administrative division,ADM2,Northern region
4897,6.9785,80.7133,1232781,second-order administrative division,ADM2,Northern region
4898,7.0833,81.75,1251460,second-order administrative division,ADM2,Northern region
4899,6.5108,80.1656,7556700,third-order administrative division,ADM3,Northern region
4900,7.4909,80.3712,8355293,fourth-order administrative division,ADM4,Northern region
4901,6.151,80.7643,1223114,populated place,PPL,Matara and Hambantota Districts
4902,6.2502,80.7634,1235225,populated place,PPL,Matara and Hambantota Districts
4903,6.02338,80.79738,1227037,populated place,PPL,Matara and Hambantota Districts
4904,,,1820814,independent political entity,PCLI,
4905,7.0061,79.9368,1241412,populated place,PPL,Colombo and Gambaha districts
4906,6.9275,79.9737,1244245,populated place,PPL,Colombo and Gambaha districts
4907,6.8408,79.9664,1238999,populated place,PPL,Colombo and Gambaha districts
4908,7.0112,79.8842,1240477,populated place,PPL,Colombo and Gambaha districts
4909,7.0047,79.96,1242662,populated place,PPL,Colombo and Gambaha districts
4910,,,1168579,independent political entity,PCLI,
4911,28.02136,69.54914,1170294,populated place,PPL,
4912,27.10329,68.41963,1170414,populated place,PPL,
4913,25.1728,67.79634,11610577,populated place,PPL,
4914,24.8608,67.0104,1174872,seat of a first-order administrative division,PPLA,
4915,31.558,74.35071,1172451,seat of a first-order administrative division,PPLA,
4916,28.41987,70.30345,1167460,seat of a second-order administrative division,PPLA2,
4917,30.19679,71.47824,1169825,seat of a second-order administrative division,PPLA2,
4918,25.39242,68.37366,1176734,seat of a second-order administrative division,PPLA2,
4919,27.52948,68.7617,1162004,seat of a second-order administrative division,PPLA2,
4920,27.70516,68.85738,1164408,seat of a second-order administrative division,PPLA2,
4921,30.30173,71.93212,1174220,seat of a second-order administrative division,PPLA2,
4922,26.23939,68.40369,1169116,seat of a second-order administrative division,PPLA2,
4923,34.54167,73.35,1175482,valley,VAL,"River Kunhar, District Mansehra, Khyber Pakhtunkhwa"
4924,34.77675,73.5253,1175483,populated place,PPL,Rawalpindi to Khunjrab Pass
4925,36.46632,74.89415,1168302,populated place,PPL,Rawalpindi to Khunjrab Pass
4926,35.91869,74.31245,1178338,seat of a first-order administrative division,PPLA,Rawalpindi to Khunjrab Pass
4927,33.99997,72.93409,1177107,seat of a second-order administrative division,PPLA2,Rawalpindi to Khunjrab Pass
4928,33.6007,73.0679,1166993,seat of a second-order administrative division,PPLA2,Rawalpindi to Khunjrab Pass
4929,34.33023,73.19679,1170951,seat of a second-order administrative division,PPLA2,Rawalpindi to Khunjrab Pass
4930,35.41172,74.10352,1181138,seat of a second-order administrative division,PPLA2,Rawalpindi to Khunjrab Pass
4931,4.80397,114.65474,11593776,school,SCH,
4932,4.73588,114.73508,11593789,school,SCH,
4933,,,1820814,independent political entity,PCLI,
4934,23.56967,90.51234,11594247,bridge,BDG,Dhaleswari River
4935,6.12079,81.10561,11594098,port,PRT,Hambantota
4936,6.12079,81.10561,11594098,port,PRT,Hambantota
4937,6.12079,81.10561,11594098,port,PRT,Hambantota
4938,4.70652,115.07002,11594069,school,SCH,Temburong District 
4939,9.16667,80.41667,7671049,first-order administrative division,ADM1,Moragahakanda
4940,8.33333,80.5,1232870,first-order administrative division,ADM1,Moragahakanda
