,latitude,longitude,geoname_id,location_type_name,location_type_code,location_details
0,18.08581,-15.9785,2377450,capital of a political entity,PPLC,
1,15.15846,-12.1843,2376719,seat of a first-order administrative division,PPLA,
2,16.61659,-11.40453,2378538,seat of a first-order administrative division,PPLA,
3,,,2378080,independent political entity,PCLI,
4,18.08581,-15.9785,2377450,capital of a political entity,PPLC,Nouakchott
5,-12.34989,17.3031,3351640,first-order administrative division,ADM1,Bie Province
6,-8.83682,13.23432,2240449,capital of a political entity,PPLC,
7,36.75,4.25,2475741,first-order administrative division,ADM1,Nationwide
8,36.25,3.91667,2502951,first-order administrative division,ADM1,Nationwide
9,36.66667,4.91667,2505325,first-order administrative division,ADM1,Nationwide
10,-24.60166,24.7281,8308627,populated place,PPL,"Maun, Jwaneng, Gaborone, Lobatse, Francistown and Gaborone"
11,-25.22435,25.67728,933521,populated place,PPL,"Maun, Jwaneng, Gaborone, Lobatse, Francistown and Gaborone"
12,-24.65451,25.90859,933773,capital of a political entity,PPLC,"Maun, Jwaneng, Gaborone, Lobatse, Francistown and Gaborone"
13,-19.98333,23.41667,933366,seat of a first-order administrative division,PPLA,"Maun, Jwaneng, Gaborone, Lobatse, Francistown and Gaborone"
14,-21.16995,27.50788,933778,seat of a first-order administrative division,PPLA,"Maun, Jwaneng, Gaborone, Lobatse, Francistown and Gaborone"
15,-24.76234,25.7995,7670702,second-order administrative division,ADM2,"Maun, Jwaneng, Gaborone, Lobatse, Francistown and Gaborone"
16,-22.51958,27.47254,7670710,second-order administrative division,ADM2,"Maun, Jwaneng, Gaborone, Lobatse, Francistown and Gaborone"
17,-24.60166,24.7281,8308627,populated place,PPL,Gaborone
18,-25.22435,25.67728,933521,populated place,PPL,Gaborone
19,-24.65451,25.90859,933773,capital of a political entity,PPLC,Gaborone
20,-19.98333,23.41667,933366,seat of a first-order administrative division,PPLA,Gaborone
21,-21.16995,27.50788,933778,seat of a first-order administrative division,PPLA,Gaborone
22,-24.76234,25.7995,7670702,second-order administrative division,ADM2,Gaborone
23,-24.67083,25.90444,1106235,industrial area,INDS,Gaborone
24,,,2395170,independent political entity,PCLI,
25,,,933860,independent political entity,PCLI,
26,-24.65451,25.90859,933773,capital of a political entity,PPLC,Gaborone
27,-24.76234,25.7995,7670702,second-order administrative division,ADM2,Gaborone
28,,,933860,independent political entity,PCLI,Gaborone
29,6.36536,2.41833,2394819,seat of government of a political entity,PPLG,
30,,,2395170,independent political entity,PCLI,
31,-21.16995,27.50788,933778,seat of a first-order administrative division,PPLA,Francistown
32,,,933860,independent political entity,PCLI,Francistown
33,-22.38754,26.71077,933088,seat of a first-order administrative division,PPLA,"Serowe, Maun"
34,-19.98333,23.41667,933366,seat of a first-order administrative division,PPLA,"Serowe, Maun"
35,,,933860,independent political entity,PCLI,
36,-22.52233,27.04883,11612602,power station,PS,
37,-24.76234,25.7995,7670702,second-order administrative division,ADM2,Gaborone
38,,,933860,independent political entity,PCLI,Gaborone
39,-24.65451,25.90859,933773,capital of a political entity,PPLC,Gaborone
40,-24.76234,25.7995,7670702,second-order administrative division,ADM2,Gaborone
41,-24.66111,25.93167,1106230,college,SCHC,
42,,,933860,independent political entity,PCLI,
43,,,3351879,independent political entity,PCLI,
44,-8.83682,13.23432,2240449,capital of a political entity,PPLC,
45,,,3351879,independent political entity,PCLI,
46,-8.83682,13.23432,2240449,capital of a political entity,PPLC,
47,,,2403846,independent political entity,PCLI,"Freetown, provincial towns"
48,,,3351879,independent political entity,PCLI,
49,-9.67548,16.82553,2239858,first-order administrative division,ADM1,Malanje Province
50,-9.54015,16.34096,2239862,seat of a first-order administrative division,PPLA,Malanje Province
51,,,3351879,independent political entity,PCLI,"Luanda, Benguela and Lobito"
52,-8.91666,13.33924,2240444,first-order administrative division,ADM1,"Luanda, Cacuaco"
53,-8.7798,13.37478,2243173,populated place,PPL,"Luanda, Cacuaco"
54,-8.83682,13.23432,2240449,capital of a political entity,PPLC,"Luanda, Cacuaco"
55,,,3351879,independent political entity,PCLI,"Luanda, Cacuaco"
56,-7.75938,15.2722,2239069,populated place,PPL,"Caxito, Uige, Negage"
57,-6.05716,15.10971,2239732,populated place,PPL,"Caxito, Uige, Negage"
58,-7.60874,15.06131,2236568,seat of a first-order administrative division,PPLA,"Caxito, Uige, Negage"
59,-8.57848,13.66425,2242001,seat of a first-order administrative division,PPLA,"Caxito, Uige, Negage"
60,10.51667,-11.45,2414726,populated place,PPL,"Tinkisso, Guinea"
61,11.25,-10.61667,2414725,populated place,PPL,"Tinkisso, Guinea"
62,-5.76583,17.09035,2312522,populated place,PPL,
63,14.16667,38.83333,444187,first-order administrative division,ADM1,"Gotera-Wollo, Addis Ababa"
64,9.0,38.75,444178,first-order administrative division,ADM1,"Gotera-Wollo, Addis Ababa"
65,12.68333,39.55,329057,populated place,PPL,"Gotera-Wollo, Addis Ababa"
66,9.02497,38.74689,344979,capital of a political entity,PPLC,"Gotera-Wollo, Addis Ababa"
67,12.96033,39.52831,7667868,second-order administrative division,ADM2,"Gotera-Wollo, Addis Ababa"
68,9.02047,38.74457,7733020,second-order administrative division,ADM2,"Gotera-Wollo, Addis Ababa"
69,15.0,10.5,2437797,first-order administrative division,ADM1,Zinder
70,,,2440476,independent political entity,PCLI,Zinder
71,-3.68192,13.34985,2255285,seat of a first-order administrative division,PPLA,
72,-1.3,13.9,2400454,first-order administrative division,ADM1,Poubara 
73,-1.63333,13.58357,2400555,seat of a first-order administrative division,PPLA,Poubara 
74,-1.76203,13.55207,2396510,waterfall(s),FLLS,Poubara 
75,1.5,10.41667,2566980,first-order administrative division,ADM1,
76,1.5,9.75,2566982,first-order administrative division,ADM1,
77,1.85087,10.25187,2307264,populated place,PPL,
78,1.86391,9.76582,2310046,seat of a first-order administrative division,PPLA,
79,1.83333,10.25,2306702,administrative division,ADMD,
80,,,2309096,independent political entity,PCLI,
81,-3.3822,29.3644,425378,capital of a political entity,PPLC,"Bujumbura and its suburbs, three other cities"
82,,,433561,independent political entity,PCLI,"Bujumbura and its suburbs, three other cities"
83,1.5,10.41667,2566980,first-order administrative division,ADM1,
84,2.05,11.0,2566981,first-order administrative division,ADM1,
85,1.85087,10.25187,2307264,populated place,PPL,
86,2.01643,10.47066,2307502,populated place,PPL,
87,1.83333,10.25,2306702,administrative division,ADMD,
88,9.0,38.75,444178,first-order administrative division,ADM1,Gotera Intersection in Addis Ababa
89,9.02497,38.74689,344979,capital of a political entity,PPLC,Gotera Intersection in Addis Ababa
90,9.02047,38.74457,7733020,second-order administrative division,ADM2,Gotera Intersection in Addis Ababa
91,9.0,38.75,444178,first-order administrative division,ADM1,Addis Ababa
92,9.02497,38.74689,344979,capital of a political entity,PPLC,Addis Ababa
93,9.02047,38.74457,7733020,second-order administrative division,ADM2,Addis Ababa
94,-8.91666,13.33924,2240444,first-order administrative division,ADM1,
95,-8.83682,13.23432,2240449,capital of a political entity,PPLC,
96,-24.05791,23.28187,11205124,populated place,PPL,"Kweneng, Souther, and Kgalagadi Districts"
97,-24.08588,23.07867,933280,populated place,PPL,"Kweneng, Souther, and Kgalagadi Districts"
98,-23.98333,23.9,933787,populated place,PPL,"Kweneng, Souther, and Kgalagadi Districts"
99,-23.87813,23.67398,11611133,populated place,PPL,"Kweneng, Souther, and Kgalagadi Districts"
100,0.072,34.712,7667638,first-order administrative division,ADM1,Western Kenya
101,0.11094,34.83074,8051211,populated place,PPL,Western Kenya
102,0.30846,35.08311,7602644,second-order administrative division,ADM2,Western Kenya
103,0.07002,34.86098,180555,school,SCH,Western Kenya
104,0.5,36.0,400744,historical first-order administrative division,ADM1H,Western Kenya
105,0.15101,35.14491,191589,farm village,PPLF,Western Kenya
106,-6.15,39.51667,150702,populated place,PPL,Chalinze
107,-6.56667,38.3,152948,populated place,PPL,Chalinze
108,-6.33333,38.38333,153018,populated place,PPL,Chalinze
109,-6.11667,38.4,153799,populated place,PPL,Chalinze
110,-6.06667,38.23333,154266,populated place,PPL,Chalinze
111,-7.43333,33.43333,154345,populated place,PPL,Chalinze
112,-6.4,38.35,154461,populated place,PPL,Chalinze
113,-6.21667,38.4,154919,populated place,PPL,Chalinze
114,-6.45,38.33333,155743,populated place,PPL,Chalinze
115,-9.9,38.36667,157680,populated place,PPL,Chalinze
116,-6.63784,38.35396,160660,populated place,PPL,Chalinze
117,,,149590,independent political entity,PCLI,Chalinze
118,6.38948,2.34581,2394092,populated place,PPL,Cotonou
119,6.36536,2.41833,2394819,seat of government of a political entity,PPLG,Cotonou
120,-24.0,25.0,933562,first-order administrative division,ADM1,
121,-25.0,22.0,933657,first-order administrative division,ADM1,
122,-24.09442,25.02977,933534,populated place,PPL,
123,-23.67518,22.78762,933692,populated place,PPL,
124,5.65613,-0.26864,2296454,populated place,PPL,
125,5.80893,-0.35026,2297141,populated place,PPL,
126,5.55602,-0.1969,2306104,capital of a political entity,PPLC,
127,6.68848,-1.62443,2298890,seat of a first-order administrative division,PPLA,
128,5.852,-0.277,7648936,second-order administrative division,ADM2,
129,10.06069,-2.50192,2294206,seat of a first-order administrative division,PPLA,"Tamale, Accra"
130,9.40079,-0.8393,2294877,seat of a first-order administrative division,PPLA,"Tamale, Accra"
131,7.33991,-2.32676,2295021,seat of a first-order administrative division,PPLA,"Tamale, Accra"
132,4.934,-1.7137,2295458,seat of a first-order administrative division,PPLA,"Tamale, Accra"
133,6.09408,-0.25913,2299522,seat of a first-order administrative division,PPLA,"Tamale, Accra"
134,6.60084,0.4713,2300379,seat of a first-order administrative division,PPLA,"Tamale, Accra"
135,6.68848,-1.62443,2298890,seat of a first-order administrative division,PPLA,"Tamale, Accra"
136,5.10535,-1.2466,2302357,seat of a first-order administrative division,PPLA,"Tamale, Accra"
137,10.78556,-0.85139,2302821,seat of a first-order administrative division,PPLA,"Tamale, Accra"
138,,,2300660,independent political entity,PCLI,"Tamale, Accra"
139,-5.92752,12.37148,2312393,populated place,PPL,"Kinshasa, Moanda"
140,-5.52764,19.84604,2312732,populated place,PPL,"Kinshasa, Moanda"
141,-4.32758,15.31357,2314302,capital of a political entity,PPLC,"Kinshasa, Moanda"
142,-4.47223,15.8836,7731965,third-order administrative division,ADM3,"Kinshasa, Moanda"
143,-5.80893,12.63006,8260603,third-order administrative division,ADM3,"Kinshasa, Moanda"
144,13.51366,2.1098,2440485,capital of a political entity,PPLC,Niamey
145,14.6937,-17.44406,2253354,capital of a political entity,PPLC,
146,,,2245662,independent political entity,PCLI,
147,,,2245662,independent political entity,PCLI,
148,-1.2653,15.89996,2255751,populated place,PPL,Ollombo
149,-1.21879,15.91421,8051170,airport,AIRP,Ollombo
150,,,934292,independent political entity,PCLI,
151,,,239880,independent political entity,PCLI,
152,,,2287781,independent political entity,PCLI,
153,,,366755,independent political entity,PCLI,
154,,,2300660,independent political entity,PCLI,
155,-8.91666,13.33924,2240444,first-order administrative division,ADM1,
156,-8.83682,13.23432,2240449,capital of a political entity,PPLC,
157,-4.26613,15.28318,2260535,capital of a political entity,PPLC,Brazzaville
158,-4.2517,15.25303,6296955,airport,AIRP,Brazzaville
159,,,2328926,independent political entity,PCLI,
160,,,366755,independent political entity,PCLI,
161,18.08581,-15.9785,2377450,capital of a political entity,PPLC,Nouakchott
162,6.88672,3.19788,2325021,populated place,PPL,Ogun
163,18.48333,31.81667,370481,populated place,PPL,longitude 32 E and latitude 19 N
164,18.66889,32.05028,8051144,dam,DAM,longitude 32 E and latitude 19 N
165,7.75,-1.5,2302547,first-order administrative division,ADM1,Bui
166,8.2786,-2.23602,8051343,dam,DAM,Bui
167,8.0,4.0,2325190,first-order administrative division,ADM1,
168,10.0,6.0,2328925,first-order administrative division,ADM1,
169,6.53774,3.3522,2332453,first-order administrative division,ADM1,
170,8.5,5.0,2332785,first-order administrative division,ADM1,
171,11.5,8.5,2335196,first-order administrative division,ADM1,
172,10.33333,7.75,2335722,first-order administrative division,ADM1,
173,8.83333,7.16667,2352776,first-order administrative division,ADM1,
174,9.05785,7.49508,2352778,capital of a political entity,PPLC,
175,9.61524,6.54776,2330100,seat of a first-order administrative division,PPLA,
176,12.00012,8.51672,2335204,seat of a first-order administrative division,PPLA,
177,10.52641,7.43879,2335727,seat of a first-order administrative division,PPLA,
178,8.49664,4.54214,2337639,seat of a first-order administrative division,PPLA,
179,7.37756,3.90591,2339354,seat of a first-order administrative division,PPLA,
180,9.60547,6.51419,7729989,second-order administrative division,ADM2,
181,10.468,7.421,7871253,second-order administrative division,ADM2,
182,10.781,7.504,7871252,second-order administrative division,ADM2,
183,6.44,3.364,7871290,second-order administrative division,ADM2,
184,8.46116,4.55829,7873900,second-order administrative division,ADM2,
185,12.03027,8.5135,7910324,second-order administrative division,ADM2,
186,7.39272,3.87967,8555718,second-order administrative division,ADM2,
187,6.46113,3.39037,9485476,second-order administrative division,ADM2,
188,8.99997,7.37831,8635054,second-order administrative division,ADM2,
189,6.45407,3.39467,2332459,seat of a second-order administrative division,PPLA2,
190,,,2233387,independent political entity,PCLI,
191,-1.28333,36.81667,184745,capital of a political entity,PPLC,"North and East Ring Road sections, Nairobi, Kenya"
192,-1.29,36.82,7667649,second-order administrative division,ADM2,"North and East Ring Road sections, Nairobi, Kenya"
193,3.75,8.78333,2309527,capital of a political entity,PPLC,Malabo
194,,,2309096,independent political entity,PCLI,Malabo
195,-8.63543,19.64852,145702,first-order administrative division,ADM1,"Namibe, Huile, Cunene, Lunda Norte"
196,-15.33207,12.66002,3347016,first-order administrative division,ADM1,"Namibe, Huile, Cunene, Lunda Norte"
197,-14.69531,15.00014,3348303,first-order administrative division,ADM1,"Namibe, Huile, Cunene, Lunda Norte"
198,-16.51009,15.43526,3349096,first-order administrative division,ADM1,"Namibe, Huile, Cunene, Lunda Norte"
199,-14.91717,13.4925,3347762,seat of a first-order administrative division,PPLA,"Namibe, Huile, Cunene, Lunda Norte"
200,-15.19611,12.15222,3347019,seat of a first-order administrative division,PPLA,"Namibe, Huile, Cunene, Lunda Norte"
201,14.40118,33.51989,364103,seat of a first-order administrative division,PPLA,Wad Medani
202,-6.56667,38.3,152948,populated place,PPL,Chalinze
203,-6.33333,38.38333,153018,populated place,PPL,Chalinze
204,-6.11667,38.4,153799,populated place,PPL,Chalinze
205,-6.06667,38.23333,154266,populated place,PPL,Chalinze
206,-6.4,38.35,154461,populated place,PPL,Chalinze
207,-5.15,38.36667,154922,populated place,PPL,Chalinze
208,-6.45,38.33333,155743,populated place,PPL,Chalinze
209,-6.41667,38.73333,157821,populated place,PPL,Chalinze
210,-6.63784,38.35396,160660,populated place,PPL,Chalinze
211,,,149590,independent political entity,PCLI,Chalinze
212,,,2400553,independent political entity,PCLI,
213,7.51667,0.6,2363628,populated place,PPL,Tomegbe
214,12.65,-8.0,2460596,capital of a political entity,PPLC,Bamako
215,15.13333,-23.56667,3374221,populated place,PPL,
216,-1.91667,30.08333,6413338,first-order administrative division,ADM1,Kigali
217,-1.94995,30.05885,202061,capital of a political entity,PPLC,Kigali
218,-1.99095,30.02127,7690205,second-order administrative division,ADM2,Kigali
219,13.62793,25.34936,379555,seat of a first-order administrative division,PPLA,Al-fashir in North Darfur State
220,,,433561,independent political entity,PCLI,
221,,,2233387,independent political entity,PCLI,
222,4.1527,9.241,2233410,seat of a first-order administrative division,PPLA,
223,4.14847,9.23714,8449638,hospital,HSP,
224,,,2400553,independent political entity,PCLI,
225,3.51667,11.5,2228079,populated place,PPL,
226,9.9333,13.94671,2230876,populated place,PPL,
227,-3.3822,29.3644,425378,capital of a political entity,PPLC,Bujumbura
228,2.4,10.4,2223412,populated place,PPL,
229,2.16667,10.03333,2223479,stream,STM,
230,,,2233387,independent political entity,PCLI,
231,3.11667,12.26667,2225659,populated place,PPL,Mvomeka
232,,,933860,independent political entity,PCLI,
233,,,2233387,independent political entity,PCLI,
234,4.04827,9.70428,2232593,seat of a first-order administrative division,PPLA,Douala
235,3.9075,11.53889,8449637,hospital,HSP,Douala
236,4.1532,9.5587,2594984,populated place,PPL,Douala
237,4.04827,9.70428,2232593,seat of a first-order administrative division,PPLA,Douala
238,4.0471,9.5614,2225743,stream,STM,Douala
239,,,433561,independent political entity,PCLI,
240,3.86667,11.51667,2220957,capital of a political entity,PPLC,Mballa
241,3.90141,11.52008,8449661,building(s),BLDG,Mballa
242,-3.3822,29.3644,425378,capital of a political entity,PPLC,Bujumbura
243,,,2260494,independent political entity,PCLI,
244,,,933860,independent political entity,PCLI,
245,,,2233387,independent political entity,PCLI,
246,3.86667,11.51667,2220957,capital of a political entity,PPLC,Yaounde/Sanaga River
247,,,2233387,independent political entity,PCLI,
248,2.93725,9.90765,2229761,populated place,PPL,
249,,,2233387,independent political entity,PCLI,
250,2.93725,9.90765,2229761,populated place,PPL,Kribi
251,4.36122,18.55496,2389853,capital of a political entity,PPLC,Bangui
252,4.36122,18.55496,2389853,capital of a political entity,PPLC,Outside Bangui
253,-16.53818,28.70876,898188,populated place,PPL,Siavonga
254,-16.52205,28.76165,912834,dam,DAM,Siavonga
255,-3.06667,29.66667,430951,first-order administrative division,ADM1,Kayanza
256,-2.9221,29.6293,430952,seat of a first-order administrative division,PPLA,Kayanza
257,,,433561,independent political entity,PCLI,Kayanza
258,14.93152,-23.51254,3374333,capital of a political entity,PPLC,Praia
259,-3.53333,14.83333,2255404,first-order administrative division,ADM1,
260,-4.19577,11.99982,2258738,first-order administrative division,ADM1,
261,-4.26613,15.28318,2260535,capital of a political entity,PPLC,
262,-4.77609,11.86352,2255414,seat of a first-order administrative division,PPLA,
263,-3.94022,15.4141,7732001,second-order administrative division,ADM2,
264,-4.624,12.004,8051169,second-order administrative division,ADM2,
265,,,3374766,independent political entity,PCLI,
266,,,3374766,independent political entity,PCLI,
267,,,239880,independent political entity,PCLI,
268,,,239880,independent political entity,PCLI,
269,,,239880,independent political entity,PCLI,
270,,,239880,independent political entity,PCLI,Bangui
271,,,239880,independent political entity,PCLI,
272,4.31371,18.30652,2388865,populated place,PPL,Bimbo
273,4.25671,18.41583,2388873,seat of a first-order administrative division,PPLA,Bimbo
274,,,921929,independent political entity,PCLI,
275,10.5,0.5,2364205,first-order administrative division,ADM1,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
276,9.66667,0.91667,2597439,first-order administrative division,ADM1,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
277,10.65583,0.195,2363975,populated place,PPL,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
278,6.26048,1.03611,2364761,populated place,PPL,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
279,9.87611,1.08639,2367140,populated place,PPL,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
280,11.10389,0.00944,2367226,populated place,PPL,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
281,9.35,1.26667,2367656,populated place,PPL,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
282,9.25,1.2,2368106,populated place,PPL,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
283,6.13748,1.21227,2365267,capital of a political entity,PPLC,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
284,10.86225,0.20762,2367164,seat of a first-order administrative division,PPLA,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
285,9.83333,1.08333,2364811,second-order administrative division,ADM2,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
286,6.23333,1.2,2365263,second-order administrative division,ADM2,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
287,10.91667,0.16667,2367163,second-order administrative division,ADM2,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
288,6.43333,0.93333,2597440,second-order administrative division,ADM2,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
289,9.33333,1.25,2367655,second-order administrative division,ADM2,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
290,10.66667,0.13333,2597448,second-order administrative division,ADM2,"Lome, Tandjouare, Cinkasse, DÍ©falÍ©"
291,-11.70216,43.25506,921772,capital of a political entity,PPLC,
292,9.3642,14.9046,2426240,seat of a first-order administrative division,PPLA,"Pala, Mayo-Kebbi Ouest Region"
293,12.10672,15.0444,2427123,capital of a political entity,PPLC,
294,,,2434508,independent political entity,PCLI,
295,13.5,21.25,242246,first-order administrative division,ADM1,Ndjamena
296,14.0,19.0,2435899,first-order administrative division,ADM1,Ndjamena
297,13.2954,19.6966,2426370,populated place,PPL,Ndjamena
298,13.82916,20.8324,245785,seat of a first-order administrative division,PPLA,Ndjamena
299,13.28972,19.69028,8659322,second-order administrative division,ADM2,Ndjamena
300,14.18333,20.7,8659323,second-order administrative division,ADM2,Ndjamena
301,-3.16667,28.25,205413,first-order administrative division,ADM1,"Bukavu, South Kivu"
302,-2.29011,28.79105,213632,populated place,PPL,"Bukavu, South Kivu"
303,-2.49076,28.84281,217831,seat of a first-order administrative division,PPLA,"Bukavu, South Kivu"
304,-2.5,28.86667,217830,third-order administrative division,ADM3,"Bukavu, South Kivu"
305,-2.30898,28.8088,7668273,airport,AIRP,"Bukavu, South Kivu"
306,-12.34268,43.73623,921780,first-order administrative division,ADM1,Moheli Islands
307,-11.70216,43.25506,921772,capital of a political entity,PPLC,
308,-11.53591,43.2742,6297031,airport,AIRP,
309,,,2260494,independent political entity,PCLI,
310,,,203312,independent political entity,PCLI,
311,4.80048,18.12747,2388720,populated place,PPL,Ombella M'Poko Prefecture
312,4.92015,18.0011,8051337,dam,DAM,Ombella M'Poko Prefecture
313,11.58901,43.14503,223817,capital of a political entity,PPLC,
314,-3.53333,14.83333,2255404,first-order administrative division,ADM1,"Djoue, Brazzaville"
315,-4.26613,15.28318,2260535,capital of a political entity,PPLC,"Djoue, Brazzaville"
316,11.58901,43.14503,223817,capital of a political entity,PPLC,
317,,,223816,independent political entity,PCLI,
318,-3.53333,14.83333,2255404,first-order administrative division,ADM1,215km north of Brazzaville
319,-3.29605,15.77606,7732000,second-order administrative division,ADM2,215km north of Brazzaville
320,-2.93413,16.12793,8504609,dam,DAM,215km north of Brazzaville
321,12.0,42.5,220781,first-order administrative division,ADM1,Dikhil and Tadjourah
322,11.5,42.16667,223889,first-order administrative division,ADM1,Dikhil and Tadjourah
323,11.58901,43.14503,223817,capital of a political entity,PPLC,Dikhil and Tadjourah
324,11.78528,42.88444,220782,seat of a first-order administrative division,PPLA,Dikhil and Tadjourah
325,11.10861,42.37389,223890,seat of a first-order administrative division,PPLA,Dikhil and Tadjourah
326,-4.40833,15.36611,2593464,populated place,PPL,"N'djili, Kinshasa"
327,-4.38575,15.44457,2312103,airport,AIRP,"N'djili, Kinshasa"
328,-4.29611,13.85083,2258080,populated place,PPL,Loutete
329,-0.5,16.0,2260487,first-order administrative division,ADM1,"Brazzaville, Pointe Noire region"
330,-4.79029,11.87622,7280295,first-order administrative division,ADM1,"Brazzaville, Pointe Noire region"
331,-4.26613,15.28318,2260535,capital of a political entity,PPLC,"Brazzaville, Pointe Noire region"
332,-4.77609,11.86352,2255414,seat of a first-order administrative division,PPLA,"Brazzaville, Pointe Noire region"
333,-4.32758,15.31357,2314302,capital of a political entity,PPLC,Kinshasa
334,-5.33333,14.33333,2317277,first-order administrative division,ADM1,Bas-Congo province
335,30.06263,31.24967,360630,capital of a political entity,PPLC,
336,,,357994,independent political entity,PCLI,
337,,,2309096,independent political entity,PCLI,
338,3.75,8.78333,2309527,capital of a political entity,PPLC,
339,1.5,11.1,2566983,first-order administrative division,ADM1,
340,1.5,9.75,2566982,first-order administrative division,ADM1,
341,1.62742,11.31346,2307795,seat of a first-order administrative division,PPLA,
342,1.86391,9.76582,2310046,seat of a first-order administrative division,PPLA,
343,1.86391,9.76582,2310046,seat of a first-order administrative division,PPLA,Bata
344,,,2309096,independent political entity,PCLI,Malabo
345,15.33805,38.93184,343300,capital of a political entity,PPLC,Asmara
346,,,338010,independent political entity,PCLI,
347,6.82055,-5.27674,2279755,capital of a political entity,PPLC,"Yamoussoukro, Ivory Coast"
348,30.06263,31.24967,360630,capital of a political entity,PPLC,
349,,,357994,independent political entity,PCLI,
350,30.06263,31.24967,360630,capital of a political entity,PPLC,
351,,,357994,independent political entity,PCLI,
352,3.26667,12.41667,2227354,populated place,PPL,
353,3.81667,12.7,2232994,populated place,PPL,
354,1.91944,15.74611,8449998,stream,STM,
355,31.13385,30.12843,354775,populated place,PPL,"Kafr el-Dawar, Egypt"
356,28.16667,33.45,235614,gulf,GULF,"An industrial area northwest of the Gulf of Suez, Egypt"
357,,,357994,independent political entity,PCLI,"An industrial area northwest of the Gulf of Suez, Egypt"
358,0.39241,9.45356,2399697,capital of a political entity,PPLC,Libreville
359,-1.63333,13.58357,2400555,seat of a first-order administrative division,PPLA,Libreville
360,36.73655,2.94981,2484894,populated place,PPL,Ouled Fayet
361,0.66667,12.83333,2396926,first-order administrative division,ADM1,Ogooue-Ivindo Province
362,,,357994,independent political entity,PCLI,Primary and secondary schools in Egypt
363,30.06263,31.24967,360630,capital of a political entity,PPLC,"Cairo University, Cairo"
364,30.53717,31.01566,354574,populated place,PPL,"Kfar Museilha, Menoufia, 65 km north to Cairo"
365,,,338010,independent political entity,PCLI,
366,,,338010,independent political entity,PCLI,
367,,,337996,independent political entity,PCLI,
368,,,337996,independent political entity,PCLI,
369,,,338010,independent political entity,PCLI,Ministry of Information
370,16.0,39.0,448502,first-order administrative division,ADM1,"Gedem, Northern Red Sea Region (eastern Eritrea)"
371,,,49518,independent political entity,PCLI,
372,,,1036973,independent political entity,PCLI,
373,,,3351879,independent political entity,PCLI,
374,,,3355338,independent political entity,PCLI,
375,,,337996,independent political entity,PCLI,
376,,,338010,independent political entity,PCLI,
377,14.84444,39.37722,345046,populated place,PPL,Adi-Keyih town
378,,,338010,independent political entity,PCLI,Adi-Keyih town
379,,,337996,independent political entity,PCLI,
380,15.48586,37.53342,341991,populated place,PPL,Bisha gold mine project
381,15.48586,37.53342,341991,populated place,PPL,
382,14.82444,37.44111,326959,populated place,PPL,Awgaro
383,9.02497,38.74689,344979,capital of a political entity,PPLC,Addis Ababa
384,7.06205,38.47635,343137,seat of a first-order administrative division,PPLA,Awassa
385,,,337996,independent political entity,PCLI,
386,,,49518,independent political entity,PCLI,
387,,,1036973,independent political entity,PCLI,
388,,,3351879,independent political entity,PCLI,
389,,,3355338,independent political entity,PCLI,
390,,,337996,independent political entity,PCLI,
391,,,338010,independent political entity,PCLI,
392,,,337996,independent political entity,PCLI,
393,-0.88667,36.26944,182245,area,AREA,"Olkaria IV geothermal field, Rift Alley, Kenya"
394,-0.91583,36.31333,8051313,park,PRK,"Olkaria IV geothermal field, Rift Alley, Kenya"
395,0.39241,9.45356,2399697,capital of a political entity,PPLC,Libreville
396,30.5,31.0,360689,first-order administrative division,ADM1,"Kafr Meselha, Al-Monofia governorate"
397,30.53717,31.01566,354574,populated place,PPL,"Kafr Meselha, Al-Monofia governorate"
398,,,2400553,independent political entity,PCLI,
399,0.39241,9.45356,2399697,capital of a political entity,PPLC,
400,-1.63333,13.58357,2400555,seat of a first-order administrative division,PPLA,Franceville
401,,,337996,independent political entity,PCLI,
402,,,2400553,independent political entity,PCLI,Libreville
403,,,2400553,independent political entity,PCLI,
404,,,337996,independent political entity,PCLI,
405,30.06263,31.24967,360630,capital of a political entity,PPLC,"Cairo, Egypt"
406,,,933860,independent political entity,PCLI,
407,-23.10407,26.81421,933471,populated place,PPL,Mahalapye
408,-23.21687,26.32535,7670706,second-order administrative division,ADM2,Mahalapye
409,-6.16394,39.19793,148730,seat of a first-order administrative division,PPLA,
410,-6.22202,39.22489,6297372,airport,AIRP,
411,-1.56652,13.1987,2398269,populated place,PPL,Moanda
412,0.39241,9.45356,2399697,capital of a political entity,PPLC,Libreville
413,7.07081,-7.91012,2279370,populated place,PPL,Zeregbo
414,19.3,29.5,378389,first-order administrative division,ADM1,
